firm_name,prospect_type,contact_name,email,county,touch,subject,send_status,prospect_status,sent_at,delivered_at,opened_at,wa_clicked_at,joined_whatsapp_at,bounced_at,suppressed,suppression_reason,prospect_id,send_id
Atanda Solicitors,firm,,crime@atandasolicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-19T09:55:13.814Z,,,,,2026-06-19T09:55:14.942Z,true,bounce,fop_1f3e5c0e399fbeec,fos_mqkr688h_251484e9
Birnberg Peirce LTD,firm,,crime@birnbergpeirce.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:55:11.932Z,,,,,,false,,fop_8bdf860c5051ac24,fos_mqkr66ll_47edef5f
Straw & Pearce LTD,firm,,crime@strawandpearce.co.uk,Leicestershire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:55:10.345Z,2026-06-19T09:55:12.141Z,,,,,false,,fop_86f2c75fde462fa8,fos_mqkr65fm_1392a35d
Edward Hughes LLP,firm,,crime@edwardhugheslaw.co.uk,Denbighshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:55:08.901Z,,,,,,false,,fop_cfefbc8af32a9141,fos_mqkr64bh_4f4d955d
Sheridan Bowles LTD,firm,,crime@sheridanbowles.co.uk,Norfolk,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:55:07.580Z,,,,,,false,,fop_9889c26817a1ba27,fos_mqkr636l_e4983090
Metcalfe David Eyres,firm,,crime@metcalfedavideyres.co.uk,South Yorkshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:55:06.283Z,,,,,,false,,fop_67822f5d450599cc,fos_mqkr626m_655f1fbe
Howells Solicitors Limited,firm,,crime@howells.law,South Yorkshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:55:04.812Z,2026-06-19T09:55:09.485Z,,2026-06-19T09:55:07.244Z,,,false,,fop_984549892489fbb5,fos_mqkr613t_462d8c26
David Ake & Co,firm,,crime@davidake.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:55:02.396Z,,,,,,false,,fop_5adf68d1ad870f00,fos_mqkr5zas_d821e02d
Paul J Watson Solicitor,firm,,crime@pauljwatson.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:55:00.971Z,2026-06-19T09:55:02.958Z,,,,,false,,fop_203253b634438e37,fos_mqkr5y55_ad536a34
Paisleys,firm,,crime@paisleys.co.uk,Cumbria,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:59.486Z,2026-06-19T09:55:00.865Z,,,,,false,,fop_83c2331f61cda73b,fos_mqkr5x1z_38f82b3a
Shanahans Solicitors & Advocates,firm,,crime@shanahans-law.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-19T09:54:57.814Z,,,,,2026-06-19T09:54:58.786Z,true,bounce,fop_d26590d0c49eedfa,fos_mqkr5vy5_d149b147
Joseph Mynah & Co Solicitors,firm,,crime@josephmynah.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-19T09:54:55.719Z,,,,,2026-06-19T09:54:56.705Z,true,bounce,fop_12b354e839bd56ec,fos_mqkr5u9t_07bfcbb4
Cox Burley Solicitors,firm,,sc@coxburley.co.uk,Cornwall,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:52.412Z,2026-06-19T09:54:54.786Z,,,,,false,,fop_9c54da7ee2147e7f,fos_mqkr5rle_b6651eb6
Elliott Stern Solicitors,firm,,es@elliottsternsols.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:50.908Z,2026-06-19T09:54:53.036Z,,,,,false,,fop_086a75ddcec1ee54,fos_mqkr5qfn_a1af9029
Geraint Jones & Co LTD,firm,,user@domain.com,Powys,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:54:49.401Z,,,,,,false,,fop_ec881553b133e065,fos_mqkr5p9v_b4c3498b
Jeremy Roberts & Co,firm,,jeremyroberts.co@btconnect.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:47.973Z,2026-06-19T09:54:49.236Z,,,,,false,,fop_a61c477a540ce12e,fos_mqkr5o67_34b23cfa
Vale Solicitors Ltd,firm,,info@valesolicitors.com,Vale of Glamorgan,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:46.543Z,2026-06-19T09:54:47.836Z,,,,,false,,fop_8491e0ccd4c9237d,fos_mqkr5n2i_1947d166
Poole Townsend,firm,,info@pooletownsend.co.uk,Dorset,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-19T09:54:44.997Z,,,,,,false,,fop_199658ca2eefe8fe,fos_mqkr5lxp_20ca843a
Hennah Haywood Law Ltd,firm,,hello@hh-law.uk,Newport,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:43.485Z,2026-06-19T09:54:44.780Z,,,,,false,,fop_c0621050b9b18454,fos_mqkr5krk_f2829ec6
Slee Blackwell Solicitors,firm,,info@sleeblackwell.co.uk,Devon,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:41.978Z,2026-06-19T09:54:44.038Z,,,,,false,,fop_f15f55a3ba0af331,fos_mqkr5jjn_a1d56dfa
The Richmond Partnership,firm,,admin@asensio.co.uk,Co Durham,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:40.542Z,2026-06-19T09:54:42.191Z,,,,,false,,fop_dfef3f36bd20197c,fos_mqkr5ifn_77556ed1
Prisoners Advice Service,firm,,advice@prisonersadvice.org.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:39.025Z,2026-06-19T09:54:40.748Z,,,,,false,,fop_de768d0810ff4f37,fos_mqkr5hbt_4d7d1b52
J W Hughes & Co LLP,firm,,yvonne.kinsey@clement-hughes.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:37.581Z,2026-06-19T09:54:40.012Z,,,,,false,,fop_395b707d8b78800b,fos_mqkr5g3d_600e1716
Cuttle & Co,firm,,office@cuttles.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:36.016Z,2026-06-19T09:54:37.520Z,,,,,false,,fop_0537b9dc67904f8c,fos_mqkr5exz_7b9bef81
Morgan Has Solicitors,firm,,info@morganhas.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,clicked,sent,2026-06-19T09:54:33.369Z,2026-06-19T09:54:34.747Z,,2026-06-19T09:54:52.710Z,,,false,,fop_32a0fbcedf52f547,fos_mqkr5d31_6450cfca
Cramp & Mullaney LLP,firm,,info@crampandmullaney.com,East Sussex,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-19T09:54:31.106Z,2026-06-19T09:54:32.596Z,,,,,false,,fop_ccd85d048ec59cc0,fos_mqkr5bc8_b745567a
Clarkes LLP,firm,,shrewsbury@clarkeslaw.co.uk,Shropshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:29.074Z,2026-06-19T09:54:30.412Z,,,,,false,,fop_1ac557a929f50477,fos_mqkr59l4_70bea067
Abbott Forbes Solicitors,firm,,help@afslaw.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:27.655Z,2026-06-19T09:54:29.135Z,,,,,false,,fop_57a91ed329334d4d,fos_mqkr58fn_0fb537e2
Henscott Solicitors,firm,,solicitor@henscott.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:26.178Z,2026-06-19T09:54:27.844Z,,,,,false,,fop_daca78daf7ca4d85,fos_mqkr57cp_58f1739b
Amosu Robinshaw LTD,firm,,info@amosurobinshaw.co.uk,Surrey,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-19T09:54:24.636Z,2026-06-19T09:54:28.673Z,,2026-06-19T09:55:02.404Z,,,false,,fop_680e5312da097c5d,fos_mqkr565t_d788bd94
Irwin Mitchell LLP,firm,,bryan.bletso@irwinmitchell.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-19T09:54:23.194Z,2026-06-19T09:54:24.624Z,,2026-06-19T09:54:40.693Z,,,false,,fop_8615ce92fe9f7ba4,fos_mqkr551s_eab91aa7
Waldrons Solicitors LTD,firm,,joseph.norton@nbbwaldrons.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:21.722Z,2026-06-19T09:54:23.667Z,,,,,false,,fop_3de0f78a45d6cebb,fos_mqkr53xe_346d8551
Penmans Solicitors LLP,firm,,coventry@penmanssolicitors.co.uk,West Midlands,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:20.158Z,2026-06-19T09:54:22.116Z,,,,,false,,fop_81b2d192fe8e5729,fos_mqkr52ph_16c22d03
Abraham Solicitors LTD,firm,,andyholliday@abrahamsolicitors.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:18.586Z,2026-06-19T09:54:22.259Z,,,,,false,,fop_09af061304697a51,fos_mqkr51hr_c92b45dc
Mannu Law LTD,firm,,mannu@mlsolicitor.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:17.149Z,2026-06-19T09:54:19.380Z,,,,,false,,fop_edfb7003cc8b2849,fos_mqkr50dw_7432ad5c
Kamrans Solicitors,firm,,mail@kamransolicitors.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-19T09:54:13.965Z,2026-06-19T09:54:15.662Z,,,,,false,,fop_56e42a59a8a3373d,fos_mqkr4xxf_f767811f
City Criminal Lawyers LTD,firm,,solicitors@citycl.co.uk,Leicestershire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-19T09:54:12.169Z,2026-06-19T09:54:16.045Z,,,,,false,,fop_b7ad7344b16a9be9,fos_mqkr4wq5_232f2a10
Arcadian Law,firm,,hello@arcadianlaw.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,clicked,sent,2026-06-19T09:54:09.977Z,2026-06-19T09:54:12.783Z,,2026-06-19T09:54:36.709Z,,,false,,fop_40dacc59165023bc,fos_mqkr4v14_1f9a709f
Galbraith Branley LTD,firm,,solicitors@galbraithbranley.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,clicked,sent,2026-06-19T09:54:07.816Z,2026-06-19T09:54:10.650Z,,2026-06-19T09:54:51.685Z,,,false,,fop_24bef67e03c31f76,fos_mqkr4td5_abd6941b
Brady Eastwood Pierce & Stewart,firm,,beps@bepssolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,clicked,sent,2026-06-19T09:54:05.629Z,2026-06-19T09:54:10.796Z,,2026-06-19T10:17:18.548Z,,,false,,fop_46c4224821a02f6f,fos_mqkr4rob_ec6f414a
Primrose White Solicitors,firm,,info@primrosesolicitors.co.uk,Essex,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-19T09:35:31.521Z,,,,,,false,,fop_edade0aaabd7aa9a,fos_mqkqgvyz_157af2a1
Rcm Solicitors,firm,,admin@rcmsolicitors.com,West Yorkshire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-19T09:35:01.778Z,,,,,,false,,fop_1b7f8cfdae579604,fos_mqkqg92v_3c556694
Middlesex Law Chambers,firm,,crime@mlc.law,Middlesex,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-19T09:34:32.977Z,,,,,,false,,fop_0cfad158f878ab7d,fos_mqkqfmuq_5f1aad81
Lustitia Law LTD,firm,,admin@lustitialaw.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-19T09:34:05.327Z,,,,,,false,,fop_e9d4076073b8762d,fos_mqkqf1io_072c8a4b
Abv Solicitors,firm,,admin@abvsolicitors.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-19T09:33:37.750Z,,,,,,false,,fop_281506c8c7a55b14,fos_mqkqeg8n_0d01dc11
Reeves  & Co Solicitors,firm,,enquiries@hallidayreeves.com,Kent,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-19T09:32:43.370Z,,,,,,false,,fop_167410d895f5aa79,fos_mqkqdaa2_4eb3060f
Dorcas Funmi & Co Solicitors,firm,,info@dorcassolicitors.com,Kent,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-19T09:32:16.088Z,,,,,,false,,fop_57e5d1db491ec424,fos_mqkqcp80_8f332ad6
Burroughs,firm,,tburrough@burroughs-solicitors.co.uk,Kent,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-19T09:31:23.267Z,,,,,,false,,fop_d160e30e2a1ee138,fos_mqkqbkgt_6e0262b8
Coomber Rich LTD,firm,,enquiries@coomber-rich.co.uk,Hampshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:20:16.813Z,2026-06-18T19:20:20.718Z,,2026-06-18T19:20:18.412Z,,,false,,fop_2d4778a0cde9072b,fos_mqjvx167_44fa4d0b
Stephen Fidler & Co,firm,,enquiries@legalombudsman.org.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:20:15.270Z,2026-06-18T19:20:17.147Z,,2026-06-18T19:20:35.485Z,,,false,,fop_2c2e13716deb3a3a,fos_mqjvwzx0_ab6b9848
Philip Hanby LTD Ta Mcneil & Co Sols,firm,,mark.mcneil@mcneilandco.co.uk,Lincolnshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:20:13.822Z,2026-06-18T19:20:15.228Z,,2026-06-18T19:20:29.274Z,,,false,,fop_e2154d605e19fc43,fos_mqjvwyss_48d48012
Carter Osborne LTD,firm,,mail@carterosborne.co.uk,Northamptonshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:20:12.281Z,2026-06-18T19:20:13.557Z,,2026-06-18T19:20:28.756Z,,,false,,fop_9292da364768781a,fos_mqjvwxo4_8d5de017
The Johnson Partnership,firm,,mail@thejohnsonpartnership.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:20:10.721Z,2026-06-18T19:20:12.359Z,,2026-06-18T19:20:29.722Z,,,false,,fop_198b40712ff7793c,fos_mqjvwwh0_4e1dc855
Burton & Co LLP,firm,,inmail@burtonlaw.co.uk,Lincolnshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:20:09.185Z,2026-06-18T19:20:11.064Z,,2026-06-18T19:26:07.465Z,,,false,,fop_7c56af1cc7bac35f,fos_mqjvwv83_075f787a
Lewis Rodgers LTD,firm,,info@richardsandlewissolicitors.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:20:07.711Z,2026-06-18T19:20:09.488Z,,,,,false,,fop_69882441644344e9,fos_mqjvwu58_f6f3887a
Pcb Solicitors LLP,firm,,reception@pcblaw.co.uk,Shropshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:20:06.201Z,2026-06-18T19:20:08.371Z,,,,,false,,fop_b948eb40f3d22b77,fos_mqjvwsz7_0b3e597a
Achillea & Co,firm,,info@achillealaw.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,bounced,bounced,2026-06-18T19:20:04.592Z,,,,,2026-06-18T19:20:09.207Z,true,bounce,fop_58b1de967500d6b6,fos_mqjvwrqi_545fc7cb
Tranters Solicitors LTD,firm,,info@tranters.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-18T19:20:03.095Z,,,,,,false,,fop_f24963dbe01b35fb,fos_mqjvwql7_ef10ff07
Cartwright King Solicitors LTD,firm,,clientservices@cartwrightking.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:20:01.630Z,2026-06-18T19:20:03.732Z,,,,,false,,fop_954ed69583bdef67,fos_mqjvwpe3_af2dc60c
Norton Peskett Solicitors,firm,,enquire.beccles@nortonpeskett.co.uk,Suffolk,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:20:00.166Z,2026-06-18T19:20:01.936Z,,,,,false,,fop_db7a5cb09933d402,fos_mqjvwobk_d714369c
Cousins Tyrer Solicitors,firm,,mail@cousins-tyrer.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:58.666Z,2026-06-18T19:20:01.177Z,,,,,false,,fop_3fb10c52873a554b,fos_mqjvwn5v_8ac37153
Singleton Winn Connell,firm,,enquiries@swc-solicitors.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:57.226Z,2026-06-18T19:20:01.819Z,,2026-06-18T19:19:58.864Z,,,false,,fop_366997d81615a6de,fos_mqjvwm1v_9f9e783d
Geoffrey Forrester & Co (T/A Forrester Solicitors),firm,,mail@forrester-solicitors.co.uk,Tyne & Wear,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:19:55.748Z,2026-06-18T19:19:57.163Z,,2026-06-18T19:20:17.183Z,,,false,,fop_77d7fbd36f2c186b,fos_mqjvwkuo_ff2af654
Churchers Solicitors LLP,firm,,info@churchers.co.uk,Hampshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:54.185Z,2026-06-18T19:19:56.316Z,,,,,false,,fop_360267d5ed1cc7bc,fos_mqjvwjpe_3a28b4e7
Tait Farrier Graham LLP,firm,,recept@gatesheadsolicitors.co.uk,Tyne & Wear,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:52.650Z,2026-06-18T19:19:54.233Z,,,,,false,,fop_ee65d16d1a7603f3,fos_mqjvwigv_05f88b4d
Bark & Co,firm,,office@barkco.com,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:19:51.024Z,2026-06-18T19:19:58.486Z,,2026-06-18T19:23:04.550Z,,,false,,fop_0f5d20693d29aac6,fos_mqjvwh9q_3070b85a
Mcgregors Solicitors,firm,,admin@mcgregors-solicitors.co.uk,,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:49.481Z,2026-06-18T19:19:50.526Z,,,,,false,,fop_b5f69fa40233a7ff,fos_mqjvwg2u_c1deff95
Moss Law LTD T/A Mosshaselhurst Solicitors,firm,,reception@mosshaselhurst.co.uk,Cheshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:48.005Z,2026-06-18T19:19:51.990Z,,2026-06-18T19:19:49.556Z,,,false,,fop_70abccbe5d0689d8,fos_mqjvwexv_06d1a21c
Whiskers LLP Solicitors & Notaries,firm,,crime@downslaw.co.uk,Essex,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-18T19:19:46.542Z,,,,,,false,,fop_2c9728ac5af4beec,fos_mqjvwdow_96f7c784
Sternberg Reed LLP,firm,,crime@sternberg-reed.co.uk,Essex,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-18T19:19:45.081Z,,,,,,false,,fop_16ee176cafdb3043,fos_mqjvwcok_339168ba
Sternberg Reed LLP,firm,,crime@sternberg-reed.co.uk,Essex,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-18T19:19:43.637Z,,,,,,false,,fop_690fe0a479f3b438,fos_mqjvwbkl_19bb3492
Sternberg Reed LLP,firm,,crime@sternberg-reed.co.uk,Essex,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-18T19:19:42.333Z,,,,,,false,,fop_8dc2bbb70ace96e2,fos_mqjvwag2_76b3579e
Walters & Barbary Solicitors LLP,firm,,reception@waltersbarbary.co.uk,Cornwall,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:19:40.857Z,2026-06-18T19:19:42.468Z,,2026-06-19T08:21:41.050Z,,,false,,fop_a63731e1bef0e53c,fos_mqjvw9fa_407fe69b
Paul Robinson Solicitors LLP,firm,,crime@paulrobinson.co.uk,Essex,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:39.314Z,2026-06-18T19:19:41.767Z,,,,,false,,fop_019fe5c76ca31e8c,fos_mqjvw88g_73aa2e36
Paul Robinson Solicitors LLP,firm,,crime@paulrobinson.co.uk,Essex,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:37.758Z,2026-06-18T19:19:39.784Z,,,,,false,,fop_e63c4894815a6832,fos_mqjvw713_edf87ebd
Ashtons Legal,firm,,info@ashtonslegal.co.uk,Essex,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:36.319Z,2026-06-18T19:19:38.256Z,,,,,false,,fop_03547baec5d9c28d,fos_mqjvw5v3_67b4d5e4
Leonard Solicitors LLP,firm,,legal@leonardgray.co.uk,Hampshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:34.878Z,2026-06-18T19:19:36.809Z,,,,,false,,fop_962f4a05e486780c,fos_mqjvw4t4_52b989ab
The Purkiss Partnership,firm,,contact@the-dmp.co.uk,Surrey,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:19:33.210Z,2026-06-18T19:19:35.026Z,,2026-06-18T19:20:03.985Z,,,false,,fop_71d5a8766c882863,fos_mqjvw3is_b1297806
BCL Solicitors LLP,firm,,info@bcl.com,Greater London,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-18T19:19:31.674Z,,,,,,false,,fop_40c7ca3ebb546d5b,fos_mqjvw2c3_371bd3be
Kingsley Napley LLP,firm,,info@kingsleynapley.co.uk,Surrey,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:30.193Z,2026-06-18T19:19:32.299Z,,,,,false,,fop_385bd00fce3b684f,fos_mqjvw16x_424f48bc
Cotisens Solicitors,firm,,admin@cotisens.com,Essex,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:28.744Z,2026-06-18T19:20:21.802Z,,,,,false,,fop_321cdfe5f631938f,fos_mqjvw02r_97695e0e
G T Stewart LTD,firm,,law@stewartbegum.co.uk,Kent,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:27.177Z,2026-06-18T19:19:28.435Z,,,,,false,,fop_892db7451d3e674a,fos_mqjvvyvc_a294cc12
Neil Foley & Co,firm,,admin@neilfoleyandco.co.uk,Rhondda Cynon Taf,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:25.668Z,2026-06-18T19:19:27.171Z,,,,,false,,fop_ebcee6fc2da5cd73,fos_mqjvvxpg_10270460
Frazer Bradshaw,firm,,office.mail@fblaw.co.uk,Kent,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:19:24.078Z,2026-06-18T19:19:25.528Z,,2026-06-19T15:07:30.795Z,,,false,,fop_98375adb2611debd,fos_mqjvvwhb_69e1140b
Smith Partnership,firm,,info@smithpartnership.co.uk,Leicestershire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:19:22.548Z,2026-06-18T19:19:24.244Z,,2026-06-18T19:19:37.949Z,,,false,,fop_c08cc130ce538e5c,fos_mqjvvv6j_d0baab9a
Reeds Solicitors LLP,firm,,info@reeds.co.uk,Bridgend,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:19:21.057Z,2026-06-18T19:19:22.418Z,,2026-06-18T19:19:49.032Z,,,false,,fop_1a518f11ea218e58,fos_mqjvvu57_25f42a7a
CJCH Solicitors,firm,,info@cjch.co.uk,Anglesey,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:19:19.571Z,2026-06-18T19:19:21.891Z,,2026-06-18T19:19:42.032Z,,,false,,fop_0b40c74e60e6cfdd,fos_mqjvvt09_74524847
West Midlands Solicitors,firm,,info@westmidlandssolicitors.co.uk,West Midlands,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:18.061Z,2026-06-18T19:19:19.737Z,,,,,false,,fop_e5efe04e4632c994,fos_mqjvvrua_14eba32f
Norton Peskett,firm,,lowestoft@nortonpeskett.co.uk,Suffolk,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:16.469Z,2026-06-18T19:19:18.565Z,,,,,false,,fop_9633f75fb7fb0666,fos_mqjvvqlz_d9345f37
J W Hughes & Co,firm,,enquiry@jwhugheslaw.co.uk,Conwy,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-18T19:19:15.078Z,,,,,,false,,fop_07f557a00f112e47,fos_mqjvvpf1_61d6a5e0
Hanratty & Co Solicitors,firm,,enquiries@hanrattylaw.com,Powys,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:19:13.602Z,2026-06-18T19:19:14.992Z,,2026-06-18T19:19:30.202Z,,,false,,fop_af4466b963bd1b29,fos_mqjvvoc6_e0500bc9
Evans Hayes Burnell Limited,firm,,info@ehblegal.co.uk,Bridgend,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-18T19:19:12.089Z,,,,,,false,,fop_963af0bc25505d32,fos_mqjvvn8b_e6977a06
